I,II,time
-0.23,0.38,2.641666667
-0.22,0.36,2.644444444
-0.22,0.35,2.647222222
-0.23,0.35,2.65
-0.25,0.34,2.652777778
-0.24,0.34,2.655555556
-0.23,0.35,2.658333333
-0.23,0.35,2.661111111
-0.25,0.35,2.663888889
-0.22,0.33,2.666666667
-0.23,0.35,2.669444444
-0.23,0.35,2.672222222
-0.22,0.35,2.675
-0.22,0.35,2.677777778
-0.23,0.35,2.680555556
-0.25,0.35,2.683333333
-0.23,0.35,2.686111111
-0.22,0.35,2.688888889
-0.22,0.37,2.691666667
-0.2,0.37,2.694444444
-0.21,0.36,2.697222222
-0.22,0.35,2.7
-0.22,0.35,2.702777778
-0.21,0.35,2.705555556
-0.19,0.35,2.708333333
-0.18,0.35,2.711111111
-0.18,0.35,2.713888889
-0.19,0.32,2.716666667
-0.21,0.34,2.719444444
-0.19,0.34,2.722222222
-0.17,0.36,2.725
-0.17,0.35,2.727777778
-0.17,0.35,2.730555556
-0.19,0.33,2.733333333
-0.19,0.33,2.736111111
-0.17,0.35,2.738888889
-0.16,0.36,2.741666667
-0.16,0.35,2.744444444
-0.16,0.35,2.747222222
-0.19,0.35,2.75
-0.19,0.34,2.752777778
-0.19,0.35,2.755555556
-0.16,0.35,2.758333333
-0.16,0.34,2.761111111
-0.16,0.33,2.763888889
-0.17,0.34,2.766666667
-0.17,0.32,2.769444444
-0.17,0.34,2.772222222
-0.16,0.35,2.775
-0.15,0.35,2.777777778
-0.13,0.35,2.780555556
-0.15,0.33,2.783333333
-0.17,0.33,2.786111111
-0.17,0.35,2.788888889
-0.16,0.35,2.791666667
-0.14,0.35,2.794444444
-0.14,0.34,2.797222222
-0.16,0.33,2.8
-0.16,0.35,2.802777778
-0.16,0.35,2.805555556
-0.14,0.37,2.808333333
-0.14,0.35,2.811111111
-0.13,0.34,2.813888889
-0.13,0.32,2.816666667
-0.16,0.32,2.819444444
-0.14,0.32,2.822222222
-0.13,0.35,2.825
-0.13,0.35,2.827777778
-0.13,0.34,2.830555556
-0.14,0.33,2.833333333
-0.14,0.33,2.836111111
-0.15,0.33,2.838888889
-0.13,0.34,2.841666667
-0.13,0.33,2.844444444
-0.13,0.32,2.847222222
-0.15,0.32,2.85
-0.14,0.32,2.852777778
-0.14,0.34,2.855555556
-0.14,0.34,2.858333333
-0.13,0.34,2.861111111
-0.13,0.33,2.863888889
-0.14,0.32,2.866666667
-0.16,0.32,2.869444444
-0.14,0.32,2.872222222
-0.14,0.34,2.875
-0.13,0.32,2.877777778
-0.13,0.32,2.880555556
-0.14,0.31,2.883333333
-0.14,0.32,2.886111111
-0.13,0.32,2.888888889
-0.13,0.33,2.891666667
-0.12,0.32,2.894444444
-0.13,0.32,2.897222222
-0.13,0.3,2.9
-0.15,0.32,2.902777778
-0.15,0.32,2.905555556
-0.13,0.34,2.908333333
-0.13,0.33,2.911111111
-0.13,0.33,2.913888889
-0.14,0.32,2.916666667
-0.14,0.32,2.919444444
-0.14,0.32,2.922222222
-0.13,0.32,2.925
-0.12,0.32,2.927777778
-0.12,0.32,2.930555556
-0.13,0.3,2.933333333
-0.13,0.3,2.936111111
-0.15,0.3,2.938888889
-0.13,0.32,2.941666667
-0.14,0.32,2.944444444
-0.13,0.31,2.947222222
-0.13,0.32,2.95
-0.14,0.3,2.952777778
-0.15,0.3,2.955555556
-0.14,0.31,2.958333333
-0.13,0.32,2.961111111
-0.13,0.32,2.963888889
-0.13,0.3,2.966666667
-0.16,0.32,2.969444444
-0.15,0.33,2.972222222
-0.13,0.33,2.975
-0.13,0.32,2.977777778
-0.13,0.3,2.980555556
-0.14,0.29,2.983333333
-0.16,0.29,2.986111111
-0.16,0.3,2.988888889
-0.14,0.3,2.991666667
-0.13,0.31,2.994444444
-0.12,0.3,2.997222222
-0.14,0.29,3.0
-0.16,0.29,3.002777778
-0.16,0.3,3.005555556
-0.14,0.3,3.008333333
-0.13,0.3,3.011111111
-0.13,0.29,3.013888889
-0.14,0.29,3.016666667
-0.15,0.3,3.019444444
-0.14,0.3,3.022222222
-0.14,0.3,3.025
-0.13,0.32,3.027777778
-0.13,0.3,3.030555556
-0.14,0.3,3.033333333
-0.14,0.3,3.036111111
-0.13,0.3,3.038888889
-0.13,0.3,3.041666667
-0.13,0.3,3.044444444
-0.13,0.3,3.047222222
-0.15,0.27,3.05
-0.14,0.28,3.052777778
-0.15,0.29,3.055555556
-0.13,0.29,3.058333333
-0.14,0.29,3.061111111
-0.13,0.27,3.063888889
-0.13,0.28,3.066666667
-0.16,0.27,3.069444444
-0.14,0.29,3.072222222
-0.13,0.3,3.075
-0.14,0.3,3.077777778
-0.13,0.29,3.080555556
-0.13,0.28,3.083333333
-0.15,0.29,3.086111111
-0.14,0.29,3.088888889
-0.14,0.29,3.091666667
-0.13,0.29,3.094444444
-0.13,0.27,3.097222222
-0.13,0.27,3.1
-0.14,0.27,3.102777778
-0.14,0.28,3.105555556
-0.13,0.29,3.108333333
-0.13,0.29,3.111111111
-0.13,0.27,3.113888889
-0.13,0.27,3.116666667
-0.14,0.27,3.119444444
-0.13,0.27,3.122222222
-0.15,0.29,3.125
-0.13,0.28,3.127777778
-0.13,0.28,3.130555556
-0.13,0.27,3.133333333
-0.14,0.28,3.136111111
-0.14,0.3,3.138888889
-0.16,0.3,3.141666667
-0.14,0.3,3.144444444
-0.15,0.29,3.147222222
-0.14,0.29,3.15
-0.15,0.27,3.152777778
-0.15,0.29,3.155555556
-0.14,0.29,3.158333333
-0.13,0.28,3.161111111
-0.14,0.27,3.163888889
-0.14,0.26,3.166666667
-0.15,0.26,3.169444444
-0.16,0.27,3.172222222
-0.14,0.29,3.175
-0.13,0.27,3.177777778
-0.13,0.26,3.180555556
-0.14,0.27,3.183333333
-0.16,0.27,3.186111111
-0.16,0.27,3.188888889
-0.14,0.28,3.191666667
-0.13,0.27,3.194444444
-0.15,0.27,3.197222222
-0.16,0.27,3.2
-0.19,0.27,3.202777778
-0.16,0.27,3.205555556
-0.14,0.29,3.208333333
-0.13,0.28,3.211111111
-0.15,0.27,3.213888889
-0.16,0.25,3.216666667
-0.16,0.25,3.219444444
-0.17,0.27,3.222222222
-0.14,0.27,3.225
-0.13,0.27,3.227777778
-0.15,0.27,3.230555556
-0.16,0.25,3.233333333
-0.17,0.26,3.236111111
-0.16,0.27,3.238888889
-0.16,0.27,3.241666667
-0.15,0.27,3.244444444
-0.14,0.27,3.247222222
-0.16,0.27,3.25
-0.16,0.26,3.252777778
-0.16,0.28,3.255555556
-0.16,0.29,3.258333333
-0.15,0.27,3.261111111
-0.16,0.26,3.263888889
-0.16,0.25,3.266666667
-0.16,0.25,3.269444444
-0.15,0.27,3.272222222
-0.15,0.26,3.275
-0.15,0.26,3.277777778
-0.14,0.26,3.280555556
-0.16,0.25,3.283333333
-0.17,0.25,3.286111111
-0.17,0.27,3.288888889
-0.16,0.27,3.291666667
-0.17,0.27,3.294444444
-0.16,0.25,3.297222222
-0.16,0.25,3.3
-0.17,0.25,3.302777778
-0.16,0.26,3.305555556
-0.16,0.26,3.308333333
-0.14,0.27,3.311111111
-0.14,0.26,3.313888889
-0.16,0.25,3.316666667
-0.16,0.25,3.319444444
-0.16,0.27,3.322222222
-0.16,0.27,3.325
-0.16,0.26,3.327777778
-0.14,0.25,3.330555556
-0.16,0.25,3.333333333
-0.17,0.24,3.336111111
-0.17,0.25,3.338888889
-0.16,0.25,3.341666667
-0.16,0.24,3.344444444
-0.17,0.24,3.347222222
-0.17,0.24,3.35
-0.16,0.25,3.352777778
-0.16,0.25,3.355555556
-0.14,0.27,3.358333333
-0.14,0.25,3.361111111
-0.16,0.25,3.363888889
-0.16,0.24,3.366666667
-0.17,0.25,3.369444444
-0.16,0.27,3.372222222
-0.16,0.26,3.375
-0.15,0.25,3.377777778
-0.16,0.25,3.380555556
-0.16,0.25,3.383333333
-0.17,0.25,3.386111111
-0.17,0.25,3.388888889
-0.17,0.25,3.391666667
-0.16,0.25,3.394444444
-0.17,0.24,3.397222222
-0.18,0.22,3.4
-0.18,0.22,3.402777778
-0.18,0.25,3.405555556
-0.18,0.24,3.408333333
-0.16,0.25,3.411111111
-0.18,0.23,3.413888889
-0.18,0.23,3.416666667
-0.19,0.22,3.419444444
-0.19,0.23,3.422222222
-0.19,0.25,3.425
-0.17,0.25,3.427777778
-0.17,0.24,3.430555556
-0.17,0.23,3.433333333
-0.17,0.24,3.436111111
-0.17,0.25,3.438888889
-0.17,0.26,3.441666667
-0.16,0.24,3.444444444
-0.17,0.22,3.447222222
-0.18,0.22,3.45
-0.19,0.22,3.452777778
-0.19,0.23,3.455555556
-0.17,0.24,3.458333333
-0.17,0.23,3.461111111
-0.17,0.22,3.463888889
-0.18,0.22,3.466666667
-0.17,0.22,3.469444444
-0.16,0.24,3.472222222
-0.13,0.24,3.475
-0.13,0.25,3.477777778
-0.13,0.24,3.480555556
-0.13,0.25,3.483333333
-0.13,0.26,3.486111111
-0.13,0.29,3.488888889
-0.11,0.29,3.491666667
-0.09,0.29,3.494444444
-0.09,0.29,3.497222222
-0.07,0.27,3.5
-0.05,0.27,3.502777778
-0.04,0.28,3.505555556
-0.01,0.29,3.508333333
-0.01,0.27,3.511111111
0.01,0.25,3.513888889
0.01,0.24,3.516666667
-0.01,0.23,3.519444444
0.02,0.23,3.522222222
0.04,0.24,3.525
0.06,0.25,3.527777778
0.06,0.24,3.530555556
0.07,0.22,3.533333333
0.06,0.23,3.536111111
0.08,0.24,3.538888889
0.05,0.26,3.541666667
0.04,0.25,3.544444444
-0.02,0.24,3.547222222
-0.07,0.22,3.55
-0.11,0.22,3.552777778
-0.13,0.22,3.555555556
-0.16,0.23,3.558333333
-0.19,0.22,3.561111111
-0.22,0.2,3.563888889
-0.25,0.18,3.566666667
-0.25,0.17,3.569444444
-0.24,0.17,3.572222222
-0.23,0.18,3.575
-0.23,0.18,3.577777778
-0.24,0.18,3.580555556
-0.24,0.17,3.583333333
-0.25,0.17,3.586111111
-0.25,0.18,3.588888889
-0.25,0.18,3.591666667
-0.22,0.18,3.594444444
-0.23,0.18,3.597222222
-0.24,0.18,3.6
-0.25,0.17,3.602777778
-0.25,0.19,3.605555556
-0.23,0.18,3.608333333
-0.22,0.18,3.611111111
-0.22,0.17,3.613888889
-0.23,0.17,3.616666667
-0.23,0.17,3.619444444
-0.22,0.17,3.622222222
-0.22,0.17,3.625
-0.21,0.17,3.627777778
-0.22,0.17,3.630555556
-0.22,0.16,3.633333333
-0.25,0.15,3.636111111
-0.23,0.17,3.638888889
-0.23,0.16,3.641666667
-0.22,0.15,3.644444444
-0.23,0.15,3.647222222
-0.22,0.14,3.65
-0.23,0.15,3.652777778
-0.22,0.15,3.655555556
-0.22,0.17,3.658333333
-0.2,0.18,3.661111111
-0.2,0.17,3.663888889
-0.22,0.12,3.666666667
-0.22,0.07,3.669444444
-0.19,-0.01,3.672222222
-0.13,-0.08,3.675
-0.05,-0.2,3.677777778
0.04,-0.32,3.680555556
0.13,-0.47,3.683333333
0.21,-0.66,3.686111111
0.32,-0.84,3.688888889
0.36,-0.99,3.691666667
0.33,-1.06,3.694444444
0.3,-1.06,3.697222222
0.31,-1.04,3.7
0.35,-1.02,3.702777778
0.4,-0.99,3.705555556
0.44,-0.96,3.708333333
0.45,-0.94,3.711111111
0.44,-0.91,3.713888889
0.43,-0.88,3.716666667
0.45,-0.87,3.719444444
0.49,-0.85,3.722222222
0.49,-0.83,3.725
0.5,-0.8,3.727777778
0.51,-0.79,3.730555556
0.46,-0.74,3.733333333
0.36,-0.71,3.736111111
0.2,-0.67,3.738888889
0.05,-0.62,3.741666667
-0.05,-0.6,3.744444444
-0.19,-0.56,3.747222222
-0.39,-0.54,3.75
-0.58,-0.46,3.752777778
-0.72,-0.37,3.755555556
-0.76,-0.3,3.758333333
-0.78,-0.23,3.761111111
-0.75,-0.17,3.763888889
-0.69,-0.12,3.766666667
-0.65,-0.03,3.769444444
-0.6,0.02,3.772222222
-0.58,0.08,3.775
-0.54,0.13,3.777777778
-0.5,0.17,3.780555556
-0.46,0.2,3.783333333
-0.45,0.25,3.786111111
-0.42,0.3,3.788888889
-0.39,0.33,3.791666667
-0.37,0.34,3.794444444
-0.37,0.34,3.797222222
-0.38,0.35,3.8
-0.39,0.35,3.802777778
-0.37,0.37,3.805555556
-0.37,0.38,3.808333333
-0.37,0.38,3.811111111
-0.38,0.37,3.813888889
-0.38,0.37,3.816666667
-0.39,0.39,3.819444444
-0.39,0.39,3.822222222
-0.37,0.4,3.825
-0.37,0.4,3.827777778
-0.37,0.4,3.830555556
-0.39,0.4,3.833333333
-0.4,0.4,3.836111111
-0.4,0.42,3.838888889
-0.39,0.43,3.841666667
-0.39,0.42,3.844444444
-0.4,0.43,3.847222222
-0.41,0.42,3.85
-0.42,0.42,3.852777778
-0.42,0.43,3.855555556
-0.39,0.45,3.858333333
-0.39,0.44,3.861111111
-0.39,0.43,3.863888889
-0.39,0.43,3.866666667
-0.41,0.42,3.869444444
-0.42,0.42,3.872222222
-0.4,0.44,3.875
-0.41,0.42,3.877777778
-0.41,0.42,3.880555556
-0.4,0.42,3.883333333
-0.4,0.42,3.886111111
-0.4,0.42,3.888888889
-0.4,0.45,3.891666667
-0.4,0.43,3.894444444
-0.4,0.44,3.897222222
-0.4,0.42,3.9
-0.42,0.44,3.902777778
-0.4,0.44,3.905555556
-0.4,0.45,3.908333333
-0.4,0.45,3.911111111
-0.4,0.45,3.913888889
-0.41,0.44,3.916666667
-0.42,0.43,3.919444444
-0.41,0.44,3.922222222
-0.41,0.45,3.925
-0.41,0.44,3.927777778
-0.42,0.43,3.930555556
-0.42,0.42,3.933333333
-0.42,0.42,3.936111111
-0.42,0.44,3.938888889
-0.4,0.44,3.941666667
-0.39,0.43,3.944444444
-0.4,0.41,3.947222222
-0.41,0.42,3.95
-0.4,0.4,3.952777778
-0.4,0.42,3.955555556
-0.39,0.43,3.958333333
-0.4,0.42,3.961111111
-0.4,0.42,3.963888889
-0.4,0.4,3.966666667
-0.4,0.4,3.969444444
-0.4,0.41,3.972222222
-0.39,0.42,3.975
-0.37,0.41,3.977777778
-0.37,0.39,3.980555556
-0.37,0.37,3.983333333
-0.37,0.37,3.986111111
-0.39,0.37,3.988888889
-0.37,0.39,3.991666667
-0.36,0.37,3.994444444
-0.36,0.35,3.997222222
-0.36,0.35,4.0
-0.36,0.34,4.002777778
-0.34,0.34,4.005555556
-0.34,0.35,4.008333333
-0.33,0.34,4.011111111
-0.31,0.32,4.013888889
-0.31,0.3,4.016666667
-0.31,0.3,4.019444444
-0.31,0.3,4.022222222
-0.3,0.31,4.025
-0.28,0.29,4.027777778
-0.28,0.27,4.030555556
-0.28,0.26,4.033333333
-0.28,0.25,4.036111111
-0.27,0.24,4.038888889
-0.23,0.24,4.041666667
-0.24,0.22,4.044444444
-0.23,0.2,4.047222222
-0.23,0.18,4.05
-0.25,0.18,4.052777778
-0.23,0.18,4.055555556
-0.22,0.18,4.058333333
-0.21,0.17,4.061111111
-0.2,0.15,4.063888889
-0.2,0.14,4.066666667
-0.19,0.15,4.069444444
-0.19,0.15,4.072222222
-0.17,0.15,4.075
-0.17,0.15,4.077777778
-0.18,0.13,4.080555556
-0.19,0.13,4.083333333
-0.2,0.13,4.086111111
-0.19,0.13,4.088888889
-0.17,0.14,4.091666667
-0.17,0.14,4.094444444
-0.18,0.12,4.097222222
-0.19,0.12,4.1
-0.2,0.12,4.102777778
-0.18,0.13,4.105555556
-0.17,0.15,4.108333333
-0.16,0.13,4.111111111
-0.16,0.13,4.113888889
-0.18,0.12,4.116666667
-0.19,0.13,4.119444444
-0.19,0.15,4.122222222
-0.18,0.16,4.125
-0.18,0.16,4.127777778
-0.19,0.15,4.130555556
-0.19,0.16,4.133333333
-0.2,0.15,4.136111111
-0.2,0.17,4.138888889
-0.19,0.19,4.141666667
-0.19,0.18,4.144444444
-0.18,0.17,4.147222222
-0.2,0.16,4.15
-0.2,0.17,4.152777778
-0.21,0.17,4.155555556
-0.2,0.18,4.158333333
-0.21,0.18,4.161111111
-0.22,0.17,4.163888889
-0.23,0.17,4.166666667
-0.24,0.18,4.169444444
-0.23,0.19,4.172222222
-0.22,0.2,4.175
-0.23,0.19,4.177777778
-0.25,0.19,4.180555556
-0.25,0.2,4.183333333
-0.25,0.2,4.186111111
-0.26,0.22,4.188888889
-0.26,0.22,4.191666667
-0.28,0.22,4.194444444
-0.28,0.22,4.197222222
-0.3,0.21,4.2
-0.31,0.21,4.202777778
-0.31,0.22,4.205555556
-0.31,0.23,4.208333333
-0.31,0.22,4.211111111
-0.32,0.2,4.213888889
-0.33,0.2,4.216666667
-0.34,0.2,4.219444444
-0.34,0.22,4.222222222
-0.36,0.22,4.225
-0.34,0.22,4.227777778
-0.34,0.21,4.230555556
-0.35,0.2,4.233333333
-0.36,0.2,4.236111111
-0.35,0.22,4.238888889
-0.34,0.22,4.241666667
-0.34,0.22,4.244444444
-0.36,0.2,4.247222222
-0.37,0.2,4.25
-0.37,0.2,4.252777778
-0.35,0.21,4.255555556
-0.34,0.2,4.258333333
-0.34,0.2,4.261111111
-0.35,0.19,4.263888889
-0.36,0.16,4.266666667
-0.35,0.15,4.269444444
-0.36,0.17,4.272222222
-0.33,0.18,4.275
-0.34,0.17,4.277777778
-0.33,0.17,4.280555556
-0.33,0.15,4.283333333
-0.33,0.15,4.286111111
-0.34,0.17,4.288888889
-0.33,0.17,4.291666667
-0.32,0.17,4.294444444
-0.31,0.17,4.297222222
-0.31,0.15,4.3
-0.32,0.15,4.302777778
-0.31,0.17,4.305555556
-0.3,0.18,4.308333333
-0.29,0.17,4.311111111
-0.28,0.15,4.313888889
-0.29,0.15,4.316666667
-0.3,0.15,4.319444444
-0.28,0.15,4.322222222
-0.28,0.15,4.325
-0.25,0.15,4.327777778
-0.26,0.14,4.330555556
-0.26,0.15,4.333333333
-0.27,0.14,4.336111111
-0.25,0.15,4.338888889
-0.25,0.15,4.341666667
-0.23,0.15,4.344444444
-0.25,0.14,4.347222222
-0.25,0.14,4.35
-0.28,0.13,4.352777778
-0.26,0.13,4.355555556
-0.25,0.16,4.358333333
-0.24,0.15,4.361111111
-0.25,0.15,4.363888889
-0.25,0.13,4.366666667
-0.26,0.15,4.369444444
-0.26,0.14,4.372222222
-0.25,0.15,4.375
-0.23,0.14,4.377777778
-0.25,0.13,4.380555556
-0.25,0.13,4.383333333
-0.25,0.12,4.386111111
-0.24,0.15,4.388888889
-0.24,0.15,4.391666667
-0.23,0.14,4.394444444
-0.24,0.14,4.397222222
-0.25,0.13,4.4
-0.25,0.12,4.402777778
-0.25,0.13,4.405555556
-0.22,0.15,4.408333333
-0.22,0.14,4.411111111
-0.23,0.15,4.413888889
-0.23,0.13,4.416666667
-0.26,0.13,4.419444444
-0.23,0.15,4.422222222
-0.23,0.14,4.425
-0.22,0.15,4.427777778
-0.22,0.13,4.430555556
-0.24,0.13,4.433333333
-0.23,0.12,4.436111111
-0.22,0.13,4.438888889
-0.22,0.13,4.441666667
-0.22,0.14,4.444444444
-0.22,0.13,4.447222222
-0.24,0.13,4.45
-0.25,0.13,4.452777778
-0.24,0.13,4.455555556
-0.23,0.14,4.458333333
-0.22,0.13,4.461111111
-0.22,0.15,4.463888889
-0.23,0.13,4.466666667
-0.24,0.12,4.469444444
-0.22,0.14,4.472222222
-0.22,0.15,4.475
-0.22,0.14,4.477777778
-0.22,0.14,4.480555556
-0.23,0.13,4.483333333
-0.23,0.12,4.486111111
-0.22,0.15,4.488888889
-0.2,0.15,4.491666667
-0.19,0.13,4.494444444
-0.19,0.12,4.497222222
-0.19,0.12,4.5
-0.19,0.13,4.502777778
-0.17,0.14,4.505555556
-0.16,0.15,4.508333333
-0.16,0.15,4.511111111
-0.16,0.16,4.513888889
-0.17,0.15,4.516666667
-0.16,0.15,4.519444444
-0.13,0.17,4.522222222
-0.13,0.19,4.525
-0.1,0.18,4.527777778
-0.1,0.17,4.530555556
-0.08,0.17,4.533333333
-0.06,0.17,4.536111111
-0.04,0.2,4.538888889
-0.03,0.2,4.541666667
-0.01,0.17,4.544444444
0.0,0.17,4.547222222
0.0,0.15,4.55
0.01,0.15,4.552777778
0.02,0.15,4.555555556
0.02,0.15,4.558333333
0.04,0.15,4.561111111
0.04,0.13,4.563888889
0.05,0.13,4.566666667
0.05,0.14,4.569444444
0.05,0.15,4.572222222
0.04,0.16,4.575
0.02,0.15,4.577777778
-0.01,0.12,4.580555556
-0.05,0.12,4.583333333
-0.1,0.11,4.586111111
-0.13,0.12,4.588888889
-0.16,0.13,4.591666667
-0.18,0.12,4.594444444
-0.2,0.12,4.597222222
-0.24,0.11,4.6
-0.27,0.1,4.602777778
-0.26,0.1,4.605555556
-0.25,0.12,4.608333333
-0.25,0.12,4.611111111
-0.25,0.1,4.613888889
-0.24,0.08,4.616666667
-0.25,0.07,4.619444444
-0.25,0.1,4.622222222
-0.25,0.1,4.625
-0.25,0.07,4.627777778
-0.25,0.09,4.630555556
-0.25,0.08,4.633333333
-0.27,0.08,4.636111111
-0.26,0.09,4.638888889
-0.26,0.1,4.641666667
-0.25,0.09,4.644444444
-0.25,0.1,4.647222222
-0.24,0.08,4.65
-0.26,0.07,4.652777778
-0.25,0.09,4.655555556
-0.25,0.1,4.658333333
-0.25,0.1,4.661111111
-0.24,0.1,4.663888889
-0.25,0.09,4.666666667
-0.26,0.07,4.669444444
-0.25,0.09,4.672222222
-0.25,0.08,4.675
-0.24,0.09,4.677777778
-0.23,0.06,4.680555556
-0.24,0.07,4.683333333
-0.25,0.07,4.686111111
-0.25,0.07,4.688888889
-0.23,0.08,4.691666667
-0.23,0.09,4.694444444
-0.24,0.09,4.697222222
-0.25,0.08,4.7
-0.26,0.07,4.702777778
-0.25,0.05,4.705555556
-0.24,0.01,4.708333333
-0.22,-0.07,4.711111111
-0.18,-0.17,4.713888889
-0.11,-0.27,4.716666667
-0.04,-0.41,4.719444444
0.06,-0.54,4.722222222
0.16,-0.7,4.725
0.25,-0.91,4.727777778
0.3,-1.07,4.730555556
0.26,-1.19,4.733333333
0.23,-1.21,4.736111111
0.25,-1.18,4.738888889
0.31,-1.16,4.741666667
0.34,-1.13,4.744444444
0.38,-1.13,4.747222222
0.4,-1.09,4.75
0.4,-1.09,4.752777778
0.42,-1.03,4.755555556
0.43,-1.01,4.758333333
0.45,-0.99,4.761111111
0.46,-0.99,4.763888889
0.43,-0.96,4.766666667
0.39,-0.92,4.769444444
0.28,-0.89,4.772222222
0.13,-0.82,4.775
-0.03,-0.77,4.777777778
-0.17,-0.73,4.780555556
-0.31,-0.69,4.783333333
-0.48,-0.64,4.786111111
-0.61,-0.57,4.788888889
-0.72,-0.47,4.791666667
-0.78,-0.42,4.794444444
-0.83,-0.34,4.797222222
-0.82,-0.27,4.8
-0.77,-0.2,4.802777778
-0.67,-0.12,4.805555556
-0.61,-0.03,4.808333333
-0.58,0.0,4.811111111
-0.56,0.07,4.813888889
-0.52,0.12,4.816666667
-0.46,0.17,4.819444444
-0.4,0.22,4.822222222
-0.38,0.26,4.825
-0.36,0.28,4.827777778
-0.36,0.29,4.830555556
-0.36,0.29,4.833333333
-0.35,0.31,4.836111111
-0.36,0.32,4.838888889
-0.36,0.35,4.841666667
-0.35,0.34,4.844444444
-0.37,0.35,4.847222222
-0.37,0.35,4.85
-0.37,0.35,4.852777778
-0.37,0.36,4.855555556
-0.36,0.37,4.858333333
-0.36,0.38,4.861111111
-0.37,0.38,4.863888889
-0.37,0.37,4.866666667
-0.39,0.39,4.869444444
-0.37,0.39,4.872222222
-0.39,0.4,4.875
-0.37,0.4,4.877777778
-0.37,0.4,4.880555556
-0.37,0.41,4.883333333
-0.4,0.4,4.886111111
-0.38,0.42,4.888888889
-0.38,0.44,4.891666667
-0.39,0.44,4.894444444
-0.39,0.42,4.897222222
-0.39,0.42,4.9
-0.4,0.43,4.902777778
-0.4,0.43,4.905555556
-0.38,0.44,4.908333333
-0.37,0.44,4.911111111
-0.38,0.42,4.913888889
-0.4,0.43,4.916666667
-0.4,0.42,4.919444444
-0.4,0.44,4.922222222
-0.38,0.45,4.925
-0.39,0.45,4.927777778
-0.39,0.44,4.930555556
-0.39,0.44,4.933333333
-0.4,0.44,4.936111111
-0.38,0.45,4.938888889
-0.39,0.47,4.941666667
-0.38,0.45,4.944444444
-0.37,0.46,4.947222222
-0.38,0.44,4.95
-0.4,0.45,4.952777778
-0.38,0.45,4.955555556
-0.39,0.47,4.958333333
-0.37,0.47,4.961111111
-0.37,0.45,4.963888889
-0.37,0.44,4.966666667
-0.39,0.44,4.969444444
-0.37,0.44,4.972222222
-0.35,0.46,4.975
-0.35,0.45,4.977777778
-0.36,0.44,4.980555556
-0.34,0.43,4.983333333
-0.34,0.42,4.986111111
-0.34,0.44,4.988888889
-0.34,0.45,4.991666667
-0.33,0.43,4.994444444
-0.32,0.42,4.997222222
-0.32,0.41,5.0
-0.32,0.42,5.002777778
-0.31,0.42,5.005555556
-0.31,0.42,5.008333333
-0.28,0.4,5.011111111
-0.28,0.38,5.013888889
-0.29,0.35,5.016666667
-0.3,0.35,5.019444444
-0.29,0.35,5.022222222
-0.27,0.35,5.025
-0.26,0.34,5.027777778
-0.25,0.32,5.030555556
-0.25,0.32,5.033333333
-0.25,0.3,5.036111111
-0.25,0.28,5.038888889
-0.22,0.29,5.041666667
-0.22,0.26,5.044444444
-0.22,0.25,5.047222222
-0.2,0.23,5.05
-0.22,0.22,5.052777778
-0.2,0.23,5.055555556
-0.2,0.22,5.058333333
-0.18,0.21,5.061111111
-0.17,0.2,5.063888889
-0.19,0.17,5.066666667
-0.19,0.16,5.069444444
-0.19,0.15,5.072222222
-0.17,0.17,5.075
-0.17,0.15,5.077777778
-0.19,0.13,5.080555556
-0.19,0.12,5.083333333
-0.2,0.11,5.086111111
-0.19,0.12,5.088888889
-0.19,0.13,5.091666667
-0.18,0.13,5.094444444
-0.19,0.12,5.097222222
-0.19,0.1,5.1
-0.19,0.11,5.102777778
-0.18,0.12,5.105555556
-0.17,0.14,5.108333333
-0.18,0.14,5.111111111
-0.19,0.12,5.113888889
-0.2,0.11,5.116666667
-0.2,0.12,5.119444444
-0.2,0.13,5.122222222
-0.19,0.13,5.125
-0.19,0.12,5.127777778
-0.19,0.12,5.130555556
-0.19,0.12,5.133333333
-0.2,0.12,5.136111111
-0.19,0.12,5.138888889
-0.19,0.13,5.141666667
-0.2,0.14,5.144444444
-0.21,0.13,5.147222222
-0.22,0.13,5.15
-0.22,0.13,5.152777778
-0.22,0.14,5.155555556
-0.21,0.15,5.158333333
-0.21,0.15,5.161111111
-0.22,0.15,5.163888889
-0.22,0.15,5.166666667
-0.24,0.15,5.169444444
-0.22,0.17,5.172222222
-0.22,0.18,5.175
-0.22,0.17,5.177777778
-0.22,0.16,5.180555556
-0.25,0.15,5.183333333
-0.25,0.15,5.186111111
-0.25,0.17,5.188888889
-0.26,0.17,5.191666667
-0.25,0.17,5.194444444
-0.26,0.15,5.197222222
-0.27,0.16,5.2
-0.28,0.16,5.202777778
-0.28,0.17,5.205555556
-0.26,0.18,5.208333333
-0.26,0.18,5.211111111
-0.29,0.17,5.213888889
-0.31,0.17,5.216666667
-0.32,0.17,5.219444444
-0.3,0.18,5.222222222
-0.3,0.2,5.225
-0.29,0.19,5.227777778
-0.3,0.18,5.230555556
-0.32,0.16,5.233333333
-0.33,0.17,5.236111111
-0.31,0.17,5.238888889
-0.31,0.17,5.241666667
-0.32,0.17,5.244444444
-0.33,0.15,5.247222222
-0.32,0.15,5.25
-0.34,0.15,5.252777778
-0.34,0.17,5.255555556
-0.34,0.15,5.258333333
-0.31,0.16,5.261111111
-0.33,0.15,5.263888889
-0.33,0.13,5.266666667
