I,II,time
-0.31,0.49,24.64444444
-0.33,0.48,24.64722222
-0.33,0.48,24.65
-0.31,0.51,24.65277778
-0.31,0.54,24.65555556
-0.31,0.52,24.65833333
-0.33,0.5,24.66111111
-0.34,0.5,24.66388889
-0.31,0.54,24.66666667
-0.3,0.54,24.66944444
-0.3,0.54,24.67222222
-0.31,0.51,24.675
-0.33,0.48,24.67777778
-0.34,0.45,24.68055556
-0.33,0.46,24.68333333
-0.31,0.5,24.68611111
-0.28,0.52,24.68888889
-0.26,0.5,24.69166667
-0.26,0.49,24.69444444
-0.3,0.47,24.69722222
-0.33,0.49,24.7
-0.34,0.5,24.70277778
-0.32,0.52,24.70555556
-0.31,0.5,24.70833333
-0.31,0.5,24.71111111
-0.33,0.52,24.71388889
-0.33,0.53,24.71666667
-0.33,0.57,24.71944444
-0.31,0.61,24.72222222
-0.32,0.62,24.725
-0.3,0.61,24.72777778
-0.29,0.59,24.73055556
-0.3,0.54,24.73333333
-0.28,0.5,24.73611111
-0.3,0.44,24.73888889
-0.31,0.42,24.74166667
-0.3,0.42,24.74444444
-0.3,0.44,24.74722222
-0.29,0.45,24.75
-0.28,0.46,24.75277778
-0.28,0.46,24.75555556
-0.28,0.45,24.75833333
-0.26,0.45,24.76111111
-0.27,0.45,24.76388889
-0.28,0.46,24.76666667
-0.26,0.44,24.76944444
-0.25,0.44,24.77222222
-0.25,0.42,24.775
-0.23,0.42,24.77777778
-0.24,0.39,24.78055556
-0.25,0.39,24.78333333
-0.25,0.4,24.78611111
-0.22,0.39,24.78888889
-0.22,0.38,24.79166667
-0.22,0.39,24.79444444
-0.22,0.4,24.79722222
-0.21,0.39,24.8
-0.19,0.34,24.80277778
-0.19,0.29,24.80555556
-0.2,0.24,24.80833333
-0.2,0.22,24.81111111
-0.19,0.22,24.81388889
-0.18,0.22,24.81666667
-0.18,0.24,24.81944444
-0.16,0.23,24.82222222
-0.17,0.24,24.825
-0.17,0.2,24.82777778
-0.19,0.15,24.83055556
-0.16,0.1,24.83333333
-0.14,0.07,24.83611111
-0.12,0.05,24.83888889
-0.11,0.03,24.84166667
-0.12,0.03,24.84444444
-0.14,0.07,24.84722222
-0.15,0.08,24.85
-0.14,0.08,24.85277778
-0.11,0.06,24.85555556
-0.1,0.03,24.85833333
-0.1,0.02,24.86111111
-0.12,0.01,24.86388889
-0.14,0.03,24.86666667
-0.15,0.06,24.86944444
-0.14,0.08,24.87222222
-0.14,0.08,24.875
-0.13,0.03,24.87777778
-0.1,-0.02,24.88055556
-0.1,-0.02,24.88333333
-0.12,0.01,24.88611111
-0.14,0.02,24.88888889
-0.16,0.01,24.89166667
-0.17,-0.01,24.89444444
-0.16,-0.0,24.89722222
-0.14,0.01,24.9
-0.13,0.0,24.90277778
-0.13,0.0,24.90555556
-0.12,0.02,24.90833333
-0.13,0.02,24.91111111
-0.16,0.03,24.91388889
-0.16,0.05,24.91666667
-0.15,0.07,24.91944444
-0.14,0.1,24.92222222
-0.16,0.08,24.925
-0.16,0.02,24.92777778
-0.16,-0.02,24.93055556
-0.16,-0.0,24.93333333
-0.16,0.03,24.93611111
-0.13,0.03,24.93888889
-0.13,0.05,24.94166667
-0.15,0.03,24.94444444
-0.19,0.03,24.94722222
-0.21,0.03,24.95
-0.2,0.07,24.95277778
-0.19,0.07,24.95555556
-0.19,0.05,24.95833333
-0.2,0.05,24.96111111
-0.21,0.07,24.96388889
-0.2,0.08,24.96666667
-0.2,0.1,24.96944444
-0.19,0.11,24.97222222
-0.19,0.15,24.975
-0.2,0.18,24.97777778
-0.23,0.17,24.98055556
-0.23,0.1,24.98333333
-0.23,0.08,24.98611111
-0.22,0.07,24.98888889
-0.2,0.09,24.99166667
-0.22,0.12,24.99444444
-0.25,0.11,24.99722222
-0.26,0.07,25.0
-0.24,0.02,25.00277778
-0.23,-0.02,25.00555556
-0.25,-0.02,25.00833333
-0.28,-0.02,25.01111111
-0.3,0.0,25.01388889
-0.28,0.03,25.01666667
-0.26,0.05,25.01944444
-0.25,0.05,25.02222222
-0.26,0.05,25.025
-0.26,0.03,25.02777778
-0.28,0.05,25.03055556
-0.26,0.07,25.03333333
-0.26,0.07,25.03611111
-0.25,0.06,25.03888889
-0.26,0.05,25.04166667
-0.26,0.03,25.04444444
-0.26,0.03,25.04722222
-0.27,0.03,25.05
-0.25,0.05,25.05277778
-0.25,0.04,25.05555556
-0.26,0.07,25.05833333
-0.27,0.08,25.06111111
-0.26,0.09,25.06388889
-0.25,0.07,25.06666667
-0.24,0.02,25.06944444
-0.24,0.0,25.07222222
-0.24,0.0,25.075
-0.23,0.02,25.07777778
-0.23,0.05,25.08055556
-0.23,0.08,25.08333333
-0.23,0.07,25.08611111
-0.22,0.03,25.08888889
-0.22,0.0,25.09166667
-0.21,-0.02,25.09444444
-0.22,-0.02,25.09722222
-0.21,0.02,25.1
-0.22,0.03,25.10277778
-0.22,0.05,25.10555556
-0.21,0.07,25.10833333
-0.19,0.07,25.11111111
-0.19,0.05,25.11388889
-0.22,0.01,25.11666667
-0.23,-0.0,25.11944444
-0.25,-0.01,25.12222222
-0.23,-0.0,25.125
-0.22,0.0,25.12777778
-0.22,0.02,25.13055556
-0.22,0.08,25.13333333
-0.22,0.1,25.13611111
-0.2,0.1,25.13888889
-0.22,0.09,25.14166667
-0.21,0.05,25.14444444
-0.22,0.02,25.14722222
-0.19,-0.02,25.15
-0.19,0.0,25.15277778
-0.19,0.02,25.15555556
-0.19,0.05,25.15833333
-0.19,0.05,25.16111111
-0.2,0.07,25.16388889
-0.19,0.05,25.16666667
-0.19,0.03,25.16944444
-0.17,0.02,25.17222222
-0.17,0.02,25.175
-0.17,-0.0,25.17777778
-0.19,0.0,25.18055556
-0.19,0.03,25.18333333
-0.19,0.08,25.18611111
-0.19,0.12,25.18888889
-0.2,0.12,25.19166667
-0.21,0.1,25.19444444
-0.2,0.07,25.19722222
-0.17,0.07,25.2
-0.16,0.05,25.20277778
-0.17,-0.0,25.20555556
-0.2,-0.01,25.20833333
-0.21,-0.02,25.21111111
-0.22,0.0,25.21388889
-0.19,0.03,25.21666667
-0.16,0.05,25.21944444
-0.16,0.07,25.22222222
-0.18,0.1,25.225
-0.23,0.1,25.22777778
-0.25,0.07,25.23055556
-0.22,0.05,25.23333333
-0.2,0.03,25.23611111
-0.19,0.03,25.23888889
-0.18,0.04,25.24166667
-0.19,0.05,25.24444444
-0.2,0.07,25.24722222
-0.21,0.1,25.25
-0.2,0.15,25.25277778
-0.17,0.17,25.25555556
-0.17,0.13,25.25833333
-0.19,0.07,25.26111111
-0.19,0.02,25.26388889
-0.18,-0.0,25.26666667
-0.17,0.0,25.26944444
-0.16,0.02,25.27222222
-0.16,0.04,25.275
-0.18,0.04,25.27777778
-0.19,0.05,25.28055556
-0.18,0.07,25.28333333
-0.17,0.09,25.28611111
-0.16,0.12,25.28888889
-0.18,0.11,25.29166667
-0.19,0.1,25.29444444
-0.18,0.07,25.29722222
-0.19,0.07,25.3
-0.17,0.08,25.30277778
-0.16,0.12,25.30555556
-0.16,0.1,25.30833333
-0.17,0.07,25.31111111
-0.19,0.07,25.31388889
-0.21,0.06,25.31666667
-0.2,0.08,25.31944444
-0.19,0.09,25.32222222
-0.19,0.09,25.325
-0.19,0.07,25.32777778
-0.21,0.08,25.33055556
-0.2,0.1,25.33333333
-0.17,0.12,25.33611111
-0.17,0.16,25.33888889
-0.16,0.17,25.34166667
-0.18,0.17,25.34444444
-0.19,0.18,25.34722222
-0.19,0.16,25.35
-0.17,0.12,25.35277778
-0.15,0.05,25.35555556
-0.15,0.05,25.35833333
-0.14,0.08,25.36111111
-0.14,0.16,25.36388889
-0.13,0.2,25.36666667
-0.11,0.22,25.36944444
-0.1,0.18,25.37222222
-0.05,0.15,25.375
-0.02,0.13,25.37777778
-0.01,0.12,25.38055556
-0.01,0.15,25.38333333
0.0,0.16,25.38611111
0.01,0.16,25.38888889
0.02,0.15,25.39166667
0.04,0.13,25.39444444
0.02,0.15,25.39722222
0.05,0.19,25.4
0.08,0.23,25.40277778
0.1,0.27,25.40555556
0.07,0.25,25.40833333
0.03,0.15,25.41111111
-0.02,0.1,25.41388889
-0.07,0.07,25.41666667
-0.1,0.11,25.41944444
-0.13,0.17,25.42222222
-0.16,0.2,25.425
-0.22,0.2,25.42777778
-0.28,0.17,25.43055556
-0.28,0.13,25.43333333
-0.26,0.09,25.43611111
-0.22,0.08,25.43888889
-0.21,0.1,25.44166667
-0.22,0.1,25.44444444
-0.24,0.09,25.44722222
-0.25,0.08,25.45
-0.24,0.1,25.45277778
-0.23,0.1,25.45555556
-0.25,0.1,25.45833333
-0.25,0.1,25.46111111
-0.25,0.11,25.46388889
-0.23,0.11,25.46666667
-0.26,0.11,25.46944444
-0.25,0.11,25.47222222
-0.25,0.14,25.475
-0.25,0.13,25.47777778
-0.26,0.1,25.48055556
-0.26,0.1,25.48333333
-0.25,0.12,25.48611111
-0.24,0.14,25.48888889
-0.25,0.13,25.49166667
-0.27,0.1,25.49444444
-0.28,0.07,25.49722222
-0.26,0.07,25.5
-0.23,0.1,25.50277778
-0.23,0.12,25.50555556
-0.23,0.14,25.50833333
-0.25,0.14,25.51111111
-0.25,0.15,25.51388889
-0.25,0.12,25.51666667
-0.23,0.1,25.51944444
-0.22,0.1,25.52222222
-0.23,0.12,25.525
-0.23,0.13,25.52777778
-0.23,0.15,25.53055556
-0.25,0.05,25.53333333
-0.25,-0.1,25.53611111
-0.22,-0.29,25.53888889
-0.13,-0.55,25.54166667
-0.04,-0.84,25.54444444
0.07,-1.16,25.54722222
0.18,-1.48,25.55
0.23,-1.7,25.55277778
0.22,-1.83,25.55555556
0.19,-1.86,25.55833333
0.22,-1.85,25.56111111
0.26,-1.83,25.56388889
0.3,-1.78,25.56666667
0.33,-1.7,25.56944444
0.34,-1.65,25.57222222
0.35,-1.6,25.575
0.37,-1.6,25.57777778
0.4,-1.58,25.58055556
0.41,-1.53,25.58333333
0.39,-1.48,25.58611111
0.37,-1.41,25.58888889
0.25,-1.36,25.59166667
0.1,-1.28,25.59444444
-0.05,-1.17,25.59722222
-0.16,-1.08,25.6
-0.28,-1.01,25.60277778
-0.43,-0.92,25.60555556
-0.58,-0.78,25.60833333
-0.68,-0.63,25.61111111
-0.76,-0.49,25.61388889
-0.76,-0.35,25.61666667
-0.72,-0.26,25.61944444
-0.63,-0.15,25.62222222
-0.57,-0.02,25.625
-0.55,0.09,25.62777778
-0.58,0.22,25.63055556
-0.57,0.27,25.63333333
-0.52,0.3,25.63611111
-0.43,0.32,25.63888889
-0.4,0.35,25.64166667
-0.39,0.35,25.64444444
-0.4,0.38,25.64722222
-0.39,0.4,25.65
-0.37,0.45,25.65277778
-0.36,0.47,25.65555556
-0.36,0.49,25.65833333
-0.38,0.52,25.66111111
-0.4,0.55,25.66388889
-0.39,0.57,25.66666667
-0.37,0.55,25.66944444
-0.37,0.53,25.67222222
-0.37,0.53,25.675
-0.37,0.54,25.67777778
-0.39,0.56,25.68055556
-0.4,0.59,25.68333333
-0.4,0.62,25.68611111
-0.4,0.67,25.68888889
-0.4,0.64,25.69166667
-0.39,0.59,25.69444444
-0.4,0.54,25.69722222
-0.38,0.57,25.7
-0.39,0.62,25.70277778
-0.39,0.65,25.70555556
-0.39,0.64,25.70833333
-0.4,0.62,25.71111111
-0.43,0.62,25.71388889
-0.43,0.64,25.71666667
-0.4,0.67,25.71944444
-0.39,0.68,25.72222222
-0.38,0.67,25.725
-0.4,0.61,25.72777778
-0.42,0.57,25.73055556
-0.45,0.58,25.73333333
-0.45,0.62,25.73611111
-0.42,0.64,25.73888889
-0.4,0.64,25.74166667
-0.4,0.6,25.74444444
-0.42,0.62,25.74722222
-0.4,0.66,25.75
-0.42,0.67,25.75277778
-0.39,0.66,25.75555556
-0.4,0.64,25.75833333
-0.41,0.62,25.76111111
-0.42,0.62,25.76388889
-0.41,0.64,25.76666667
-0.39,0.67,25.76944444
-0.37,0.67,25.77222222
-0.4,0.67,25.775
-0.42,0.66,25.77777778
-0.41,0.65,25.78055556
-0.39,0.66,25.78333333
-0.37,0.65,25.78611111
-0.37,0.62,25.78888889
-0.38,0.59,25.79166667
-0.4,0.58,25.79444444
-0.4,0.59,25.79722222
-0.39,0.6,25.8
-0.38,0.6,25.80277778
-0.37,0.6,25.80555556
-0.37,0.58,25.80833333
-0.39,0.57,25.81111111
-0.39,0.58,25.81388889
-0.38,0.59,25.81666667
-0.37,0.6,25.81944444
-0.34,0.58,25.82222222
-0.34,0.57,25.825
-0.34,0.55,25.82777778
-0.34,0.53,25.83055556
-0.34,0.54,25.83333333
-0.33,0.54,25.83611111
-0.33,0.55,25.83888889
-0.29,0.56,25.84166667
-0.29,0.53,25.84444444
-0.29,0.49,25.84722222
-0.28,0.5,25.85
-0.25,0.52,25.85277778
-0.22,0.49,25.85555556
-0.25,0.4,25.85833333
-0.28,0.32,25.86111111
-0.29,0.29,25.86388889
-0.26,0.32,25.86666667
-0.23,0.35,25.86944444
-0.19,0.34,25.87222222
-0.22,0.32,25.875
-0.25,0.29,25.87777778
-0.25,0.24,25.88055556
-0.23,0.22,25.88333333
-0.2,0.22,25.88611111
-0.17,0.24,25.88888889
-0.18,0.26,25.89166667
-0.19,0.25,25.89444444
-0.22,0.22,25.89722222
-0.21,0.22,25.9
-0.17,0.24,25.90277778
-0.17,0.23,25.90555556
-0.19,0.2,25.90833333
-0.2,0.17,25.91111111
-0.19,0.17,25.91388889
-0.19,0.2,25.91666667
-0.19,0.22,25.91944444
-0.17,0.22,25.92222222
-0.19,0.22,25.925
-0.2,0.21,25.92777778
-0.19,0.22,25.93055556
-0.21,0.23,25.93333333
-0.21,0.27,25.93611111
-0.19,0.3,25.93888889
-0.19,0.32,25.94166667
-0.2,0.32,25.94444444
-0.2,0.34,25.94722222
-0.17,0.3,25.95
-0.16,0.29,25.95277778
-0.18,0.27,25.95555556
-0.19,0.21,25.95833333
-0.22,0.15,25.96111111
-0.23,0.12,25.96388889
-0.23,0.16,25.96666667
-0.21,0.2,25.96944444
-0.19,0.22,25.97222222
-0.19,0.25,25.975
-0.22,0.27,25.97777778
-0.25,0.27,25.98055556
-0.25,0.28,25.98333333
-0.23,0.27,25.98611111
-0.22,0.25,25.98888889
-0.24,0.25,25.99166667
-0.28,0.26,25.99444444
-0.31,0.3,25.99722222
-0.32,0.33,26.0
-0.31,0.33,26.00277778
-0.3,0.3,26.00555556
-0.28,0.25,26.00833333
-0.28,0.2,26.01111111
-0.3,0.22,26.01388889
-0.31,0.25,26.01666667
-0.3,0.25,26.01944444
-0.29,0.25,26.02222222
-0.31,0.25,26.025
-0.33,0.26,26.02777778
-0.34,0.26,26.03055556
-0.34,0.28,26.03333333
-0.33,0.32,26.03611111
-0.32,0.35,26.03888889
-0.33,0.35,26.04166667
-0.35,0.29,26.04444444
-0.36,0.24,26.04722222
-0.35,0.22,26.05
-0.34,0.23,26.05277778
-0.31,0.23,26.05555556
-0.33,0.24,26.05833333
-0.36,0.27,26.06111111
-0.37,0.32,26.06388889
-0.36,0.32,26.06666667
-0.35,0.25,26.06944444
-0.34,0.17,26.07222222
-0.34,0.15,26.075
-0.35,0.15,26.07777778
-0.35,0.18,26.08055556
-0.33,0.23,26.08333333
-0.3,0.25,26.08611111
-0.31,0.25,26.08888889
-0.35,0.23,26.09166667
-0.37,0.18,26.09444444
-0.36,0.18,26.09722222
-0.34,0.2,26.1
-0.34,0.23,26.10277778
-0.36,0.23,26.10555556
-0.34,0.2,26.10833333
-0.34,0.17,26.11111111
-0.34,0.15,26.11388889
-0.34,0.15,26.11666667
-0.33,0.17,26.11944444
-0.31,0.19,26.12222222
-0.32,0.21,26.125
-0.33,0.2,26.12777778
-0.34,0.17,26.13055556
-0.33,0.17,26.13333333
-0.3,0.17,26.13611111
-0.27,0.18,26.13888889
-0.3,0.19,26.14166667
-0.34,0.2,26.14444444
-0.34,0.18,26.14722222
-0.32,0.17,26.15
-0.29,0.15,26.15277778
-0.28,0.14,26.15555556
-0.28,0.15,26.15833333
-0.29,0.15,26.16111111
-0.3,0.15,26.16388889
-0.29,0.15,26.16666667
-0.3,0.15,26.16944444
-0.28,0.16,26.17222222
-0.28,0.19,26.175
-0.28,0.2,26.17777778
-0.28,0.18,26.18055556
-0.27,0.15,26.18333333
-0.26,0.14,26.18611111
-0.26,0.12,26.18888889
-0.26,0.1,26.19166667
-0.26,0.11,26.19444444
-0.28,0.12,26.19722222
-0.27,0.13,26.2
-0.28,0.13,26.20277778
-0.28,0.12,26.20555556
-0.26,0.12,26.20833333
-0.25,0.13,26.21111111
-0.25,0.15,26.21388889
-0.25,0.18,26.21666667
-0.27,0.19,26.21944444
-0.3,0.18,26.22222222
-0.3,0.13,26.225
-0.31,0.11,26.22777778
-0.31,0.1,26.23055556
-0.28,0.12,26.23333333
-0.26,0.13,26.23611111
-0.27,0.14,26.23888889
-0.28,0.13,26.24166667
-0.28,0.12,26.24444444
-0.28,0.1,26.24722222
-0.28,0.12,26.25
-0.26,0.14,26.25277778
-0.26,0.15,26.25555556
-0.27,0.13,26.25833333
-0.28,0.12,26.26111111
-0.28,0.13,26.26388889
-0.27,0.15,26.26666667
-0.23,0.17,26.26944444
-0.22,0.15,26.27222222
-0.24,0.13,26.275
-0.25,0.12,26.27777778
-0.28,0.11,26.28055556
-0.26,0.15,26.28333333
-0.23,0.19,26.28611111
-0.24,0.22,26.28888889
-0.22,0.22,26.29166667
-0.26,0.2,26.29444444
-0.31,0.2,26.29722222
-0.31,0.19,26.3
-0.29,0.17,26.30277778
-0.27,0.1,26.30555556
-0.26,0.02,26.30833333
-0.25,0.0,26.31111111
-0.24,0.0,26.31388889
-0.22,0.04,26.31666667
-0.22,0.07,26.31944444
-0.23,0.07,26.32222222
-0.26,0.1,26.325
-0.28,0.1,26.32777778
-0.25,0.13,26.33055556
-0.22,0.12,26.33333333
-0.22,0.12,26.33611111
-0.22,0.12,26.33888889
-0.22,0.13,26.34166667
-0.22,0.12,26.34444444
-0.22,0.13,26.34722222
-0.22,0.13,26.35
-0.19,0.16,26.35277778
-0.16,0.18,26.35555556
-0.13,0.17,26.35833333
-0.14,0.17,26.36111111
-0.14,0.17,26.36388889
-0.14,0.17,26.36666667
-0.1,0.16,26.36944444
-0.07,0.15,26.37222222
-0.04,0.15,26.375
-0.04,0.12,26.37777778
-0.07,0.13,26.38055556
-0.04,0.14,26.38333333
0.01,0.12,26.38611111
0.02,0.13,26.38888889
0.01,0.14,26.39166667
-0.01,0.14,26.39444444
-0.03,0.15,26.39722222
-0.02,0.17,26.4
-0.04,0.17,26.40277778
-0.09,0.15,26.40555556
-0.14,0.12,26.40833333
-0.16,0.12,26.41111111
-0.19,0.1,26.41388889
-0.21,0.1,26.41666667
-0.24,0.1,26.41944444
-0.28,0.08,26.42222222
-0.3,0.07,26.425
-0.33,0.06,26.42777778
-0.34,0.05,26.43055556
-0.33,0.07,26.43333333
-0.33,0.12,26.43611111
-0.31,0.15,26.43888889
-0.31,0.13,26.44166667
-0.31,0.08,26.44444444
-0.31,0.07,26.44722222
-0.31,0.09,26.45
-0.28,0.12,26.45277778
-0.25,0.08,26.45555556
-0.25,0.02,26.45833333
-0.3,-0.03,26.46111111
-0.34,-0.07,26.46388889
-0.34,-0.06,26.46666667
-0.33,-0.05,26.46944444
-0.31,-0.03,26.47222222
-0.31,0.0,26.475
-0.31,0.01,26.47777778
-0.33,0.0,26.48055556
-0.32,-0.0,26.48333333
-0.31,0.0,26.48611111
-0.28,0.01,26.48888889
-0.27,0.01,26.49166667
-0.27,0.01,26.49444444
-0.3,0.02,26.49722222
-0.3,0.02,26.5
-0.3,0.03,26.50277778
-0.27,0.02,26.50555556
-0.28,0.02,26.50833333
-0.31,0.02,26.51111111
-0.33,0.02,26.51388889
-0.31,0.05,26.51666667
-0.3,0.05,26.51944444
-0.29,0.05,26.52222222
-0.31,0.02,26.525
-0.31,-0.04,26.52777778
-0.31,-0.15,26.53055556
-0.27,-0.27,26.53333333
-0.22,-0.42,26.53611111
-0.13,-0.62,26.53888889
-0.01,-0.89,26.54166667
0.11,-1.21,26.54444444
0.19,-1.53,26.54722222
0.25,-1.75,26.55
0.22,-1.8,26.55277778
0.24,-1.78,26.55555556
0.26,-1.75,26.55833333
0.28,-1.75,26.56111111
0.31,-1.71,26.56388889
0.37,-1.66,26.56666667
0.41,-1.6,26.56944444
0.43,-1.55,26.57222222
0.45,-1.53,26.575
0.46,-1.51,26.57777778
0.46,-1.46,26.58055556
0.45,-1.41,26.58333333
0.37,-1.39,26.58611111
0.22,-1.36,26.58888889
0.07,-1.31,26.59166667
-0.1,-1.23,26.59444444
-0.28,-1.13,26.59722222
-0.48,-0.99,26.6
-0.63,-0.84,26.60277778
-0.73,-0.69,26.60555556
-0.78,-0.57,26.60833333
-0.79,-0.46,26.61111111
-0.76,-0.34,26.61388889
-0.72,-0.2,26.61666667
-0.67,-0.09,26.61944444
-0.61,-0.0,26.62222222
-0.58,0.05,26.625
-0.54,0.12,26.62777778
-0.51,0.19,26.63055556
-0.46,0.26,26.63333333
-0.45,0.3,26.63611111
-0.43,0.32,26.63888889
-0.45,0.34,26.64166667
-0.43,0.37,26.64444444
-0.45,0.41,26.64722222
-0.43,0.43,26.65
-0.44,0.42,26.65277778
-0.41,0.4,26.65555556
-0.42,0.37,26.65833333
-0.43,0.42,26.66111111
-0.46,0.44,26.66388889
-0.46,0.46,26.66666667
-0.45,0.44,26.66944444
-0.43,0.42,26.67222222
-0.42,0.42,26.675
-0.43,0.45,26.67777778
-0.45,0.49,26.68055556
-0.43,0.49,26.68333333
-0.42,0.49,26.68611111
-0.43,0.44,26.68888889
-0.45,0.44,26.69166667
-0.46,0.44,26.69444444
-0.43,0.44,26.69722222
-0.43,0.47,26.7
-0.42,0.52,26.70277778
-0.42,0.54,26.70555556
-0.45,0.52,26.70833333
-0.49,0.5,26.71111111
-0.49,0.48,26.71388889
-0.46,0.49,26.71666667
-0.42,0.52,26.71944444
-0.41,0.55,26.72222222
-0.44,0.56,26.725
-0.46,0.57,26.72777778
-0.48,0.57,26.73055556
-0.48,0.59,26.73333333
-0.49,0.57,26.73611111
-0.46,0.54,26.73888889
-0.4,0.51,26.74166667
-0.39,0.5,26.74444444
-0.45,0.5,26.74722222
-0.49,0.54,26.75
-0.49,0.55,26.75277778
-0.46,0.57,26.75555556
-0.44,0.57,26.75833333
-0.44,0.57,26.76111111
-0.46,0.57,26.76388889
-0.46,0.57,26.76666667
-0.44,0.58,26.76944444
-0.42,0.58,26.77222222
-0.4,0.6,26.775
-0.42,0.61,26.77777778
-0.43,0.59,26.78055556
-0.42,0.57,26.78333333
-0.39,0.53,26.78611111
-0.37,0.51,26.78888889
-0.38,0.53,26.79166667
-0.4,0.52,26.79444444
-0.42,0.52,26.79722222
-0.42,0.55,26.8
-0.4,0.55,26.80277778
-0.39,0.54,26.80555556
-0.39,0.54,26.80833333
-0.4,0.54,26.81111111
-0.37,0.53,26.81388889
-0.33,0.52,26.81666667
-0.3,0.52,26.81944444
-0.34,0.5,26.82222222
-0.37,0.47,26.825
-0.38,0.42,26.82777778
-0.37,0.4,26.83055556
-0.31,0.39,26.83333333
-0.28,0.37,26.83611111
-0.28,0.35,26.83888889
-0.3,0.33,26.84166667
-0.3,0.32,26.84444444
-0.28,0.32,26.84722222
-0.25,0.32,26.85
-0.25,0.35,26.85277778
-0.25,0.37,26.85555556
-0.24,0.32,26.85833333
-0.23,0.25,26.86111111
-0.24,0.19,26.86388889
-0.23,0.19,26.86666667
-0.23,0.2,26.86944444
-0.23,0.18,26.87222222
-0.22,0.15,26.875
-0.2,0.12,26.87777778
-0.22,0.15,26.88055556
-0.22,0.19,26.88333333
-0.19,0.17,26.88611111
-0.19,0.11,26.88888889
-0.19,0.07,26.89166667
-0.22,0.04,26.89444444
-0.24,0.05,26.89722222
-0.21,0.06,26.9
-0.18,0.09,26.90277778
-0.16,0.1,26.90555556
-0.17,0.1,26.90833333
-0.2,0.12,26.91111111
-0.25,0.13,26.91388889
-0.26,0.15,26.91666667
-0.25,0.14,26.91944444
-0.23,0.13,26.92222222
-0.21,0.11,26.925
-0.2,0.12,26.92777778
-0.21,0.12,26.93055556
-0.21,0.13,26.93333333
-0.22,0.17,26.93611111
-0.22,0.17,26.93888889
-0.22,0.18,26.94166667
-0.22,0.24,26.94444444
-0.2,0.26,26.94722222
-0.2,0.25,26.95
-0.22,0.17,26.95277778
-0.22,0.09,26.95555556
-0.22,0.05,26.95833333
-0.22,0.08,26.96111111
-0.25,0.12,26.96388889
-0.22,0.15,26.96666667
-0.2,0.17,26.96944444
-0.19,0.17,26.97222222
-0.21,0.15,26.975
-0.25,0.16,26.97777778
-0.27,0.2,26.98055556
-0.25,0.22,26.98333333
-0.22,0.25,26.98611111
-0.22,0.28,26.98888889
-0.24,0.3,26.99166667
-0.28,0.29,26.99444444
-0.32,0.22,26.99722222
-0.33,0.16,27.0
-0.31,0.15,27.00277778
-0.28,0.13,27.00555556
-0.27,0.15,27.00833333
-0.28,0.15,27.01111111
-0.3,0.17,27.01388889
-0.3,0.18,27.01666667
-0.28,0.2,27.01944444
-0.28,0.2,27.02222222
-0.29,0.2,27.025
-0.31,0.19,27.02777778
-0.33,0.2,27.03055556
-0.31,0.2,27.03333333
-0.3,0.23,27.03611111
-0.3,0.25,27.03888889
-0.31,0.25,27.04166667
-0.32,0.24,27.04444444
-0.33,0.21,27.04722222
-0.33,0.2,27.05
-0.33,0.2,27.05277778
-0.31,0.19,27.05555556
-0.3,0.19,27.05833333
-0.29,0.2,27.06111111
-0.31,0.24,27.06388889
-0.31,0.29,27.06666667
-0.34,0.32,27.06944444
-0.35,0.31,27.07222222
-0.34,0.24,27.075
-0.33,0.17,27.07777778
-0.31,0.13,27.08055556
-0.26,0.13,27.08333333
-0.25,0.15,27.08611111
-0.28,0.16,27.08888889
-0.33,0.15,27.09166667
-0.37,0.14,27.09444444
-0.36,0.16,27.09722222
-0.31,0.18,27.1
-0.3,0.2,27.10277778
-0.28,0.2,27.10555556
-0.3,0.17,27.10833333
-0.34,0.15,27.11111111
-0.34,0.13,27.11388889
-0.33,0.16,27.11666667
-0.31,0.17,27.11944444
-0.29,0.19,27.12222222
-0.31,0.17,27.125
-0.3,0.15,27.12777778
-0.3,0.17,27.13055556
-0.3,0.18,27.13333333
-0.3,0.21,27.13611111
-0.28,0.2,27.13888889
-0.28,0.18,27.14166667
-0.29,0.16,27.14444444
-0.29,0.13,27.14722222
-0.26,0.16,27.15
-0.24,0.18,27.15277778
-0.23,0.19,27.15555556
-0.25,0.22,27.15833333
-0.26,0.22,27.16111111
-0.26,0.22,27.16388889
-0.25,0.25,27.16666667
-0.23,0.24,27.16944444
-0.23,0.17,27.17222222
-0.25,0.14,27.175
-0.27,0.1,27.17777778
-0.28,0.1,27.18055556
-0.28,0.1,27.18333333
-0.26,0.12,27.18611111
-0.28,0.12,27.18888889
-0.28,0.12,27.19166667
-0.26,0.11,27.19444444
-0.23,0.12,27.19722222
-0.2,0.15,27.2
-0.2,0.17,27.20277778
-0.23,0.17,27.20555556
-0.28,0.15,27.20833333
-0.3,0.15,27.21111111
-0.31,0.15,27.21388889
-0.28,0.15,27.21666667
-0.27,0.16,27.21944444
-0.24,0.17,27.22222222
-0.25,0.15,27.225
-0.26,0.16,27.22777778
-0.25,0.17,27.23055556
-0.25,0.18,27.23333333
-0.23,0.18,27.23611111
-0.23,0.2,27.23888889
-0.24,0.18,27.24166667
-0.25,0.2,27.24444444
-0.25,0.2,27.24722222
-0.25,0.19,27.25
-0.25,0.17,27.25277778
-0.23,0.16,27.25555556
-0.2,0.15,27.25833333
-0.18,0.16,27.26111111
